Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
290,Mason Jones\jonesma05,SG,23,LAL,2,9,-2.3,.282,.250,.250,11.9,11.7,11.8,0.0,5.3,0.0,10.1,47.2,,-0.1,0.0,-0.1,-0.444,,-13.3,-4.4,-17.8,0.0
291,Tre Jones\jonestr01,PG,22,SAS,45,607,14.7,.558,.111,.228,3.1,11.7,7.3,23.7,1.5,0.0,10.8,15.5,,1.1,0.4,1.5,.119,,-1.1,0.0,-1.1,0.1
292,Tyus Jones\jonesty01,PG,25,MEM,51,1047,16.2,.541,.360,.114,1.3,11.8,6.5,27.3,2.1,0.2,8.7,15.9,,2.2,1.0,3.2,.148,,0.8,0.5,1.3,0.9
293,DeAndre Jordan\jordade01,C,33,LAL,31,399,17.7,.657,.000,.284,13.2,31.6,22.5,4.6,1.2,5.7,16.8,12.8,,0.7,0.7,1.4,.166,,-1.4,0.9,-0.5,0.2
294,Cory Joseph\josepco01,PG,30,DET,45,1082,12.1,.578,.376,.280,1.9,9.7,5.6,24.9,1.3,1.0,16.8,15.0,,1.2,0.4,1.6,.071,,-1.6,-0.6,-2.2,-0.1
295,Georgios Kalaitzakis\kalaige01,SF,23,MIL,9,48,6.0,.535,.364,.818,9.0,8.6,8.8,0.0,1.0,2.0,21.1,17.0,,0.0,0.0,0.0,-0.004,,-5.8,-2.2,-8.0,-0.1
296,Frank Kaminsky\kaminfr01,C,28,PHO,9,181,21.7,.635,.227,.303,6.6,17.2,12.0,10.3,2.1,3.4,6.3,19.0,,0.6,0.3,0.9,.239,,2.5,2.3,4.8,0.3
297,Luke Kennard\kennalu01,SG,25,LAC,48,1341,12.9,.603,.669,.116,0.9,12.1,6.7,11.7,1.1,0.3,7.8,16.3,,1.9,1.1,3.0,.108,,0.6,0.0,0.6,0.9
298,Braxton Key\keybr01,SF,24,PHI,2,6,9.4,.500,.500,.000,18.7,18.2,18.5,25.6,8.3,0.0,50.0,30.1,,0.0,0.0,0.0,-0.161,,-9.4,3.3,-6.1,0.0
299,George King\kingge03,SF,28,DAL,4,19,-12.3,.085,.800,.400,0.0,29.2,14.4,0.0,0.0,0.0,14.5,16.2,,-0.1,0.0,-0.1,-0.291,,-16.4,-3.4,-19.9,-0.1
300,Louis King\kinglo02,SF,22,SAC,10,104,8.4,.438,.574,.213,0.0,12.5,6.2,12.4,0.9,0.8,0.0,21.1,,0.0,0.0,0.0,.008,,-2.8,-1.9,-4.6,-0.1
301,Corey Kispert\kispeco01,SF,22,WAS,50,955,10.8,.545,.577,.154,3.9,10.3,7.2,7.2,0.8,1.1,7.2,14.9,,0.8,0.4,1.2,.059,,-0.9,-1.6,-2.5,-0.1
302,Maxi Kleber\klebima01,PF,30,DAL,40,1001,12.1,.577,.742,.150,5.3,21.3,13.2,6.5,1.0,3.4,10.2,12.7,,1.0,1.6,2.6,.125,,-0.6,1.2,0.7,0.7
303,Brandon Knight\knighbr03,PG,30,DAL,3,54,17.2,.638,.650,.400,0.0,14.4,7.1,23.0,0.9,0.0,14.5,22.8,,0.1,0.1,0.2,.171,,-0.4,-0.9,-1.3,0.0
304,Nathan Knight\knighna01,PF,24,MIN,28,194,16.8,.580,.143,.804,11.7,21.0,16.2,10.1,1.0,3.5,13.7,18.9,,0.4,0.2,0.6,.149,,-1.6,-0.1,-1.8,0.0
305,Kevin Knox\knoxke01,SF,22,TOT,20,157,10.0,.497,.679,.179,5.4,15.2,10.3,6.5,1.0,0.6,10.4,18.9,,0.0,0.1,0.1,.025,,-1.3,-2.1,-3.4,-0.1
305,Kevin Knox\knoxke01,SF,22,NYK,13,111,12.0,.529,.700,.250,7.6,13.8,10.6,4.2,0.9,0.9,10.1,19.6,,0.1,0.1,0.1,.062,,0.6,-2.2,-1.6,0.0
305,Kevin Knox\knoxke01,SF,22,ATL,7,46,5.4,.406,.625,.000,0.0,18.8,9.5,12.0,1.1,0.0,11.1,17.1,,-0.1,0.0,-0.1,-0.062,,-5.9,-1.7,-7.6,-0.1
306,John Konchar\konchjo01,SG,25,MEM,50,925,13.6,.611,.495,.181,6.5,18.8,12.5,9.7,1.9,1.5,9.7,9.7,,1.7,1.2,2.8,.146,,0.2,1.2,1.4,0.8
307,Furkan Korkmaz\korkmfu01,SG,24,PHI,49,1175,11.3,.507,.549,.181,1.4,11.9,6.7,14.3,1.3,0.5,8.1,17.9,,0.4,1.0,1.4,.059,,-1.7,-0.9,-2.5,-0.2
308,Luke Kornet\kornelu01,C,26,TOT,3,18,6.6,.273,.167,.500,18.5,5.8,12.0,7.3,0.0,4.9,0.0,17.9,,0.0,0.0,0.0,-0.006,,-7.9,-4.4,-12.3,0.0
308,Luke Kornet\kornelu01,C,26,CLE,2,15,8.9,.316,.200,.600,15.0,7.0,10.9,8.8,0.0,5.9,0.0,18.6,,0.0,0.0,0.0,.023,,-6.6,-3.2,-9.9,0.0
308,Luke Kornet\kornelu01,C,26,MIL,1,3,-5.1,.000,.000,.000,35.9,0.0,17.6,0.0,0.0,0.0,0.0,14.3,,0.0,0.0,0.0,-0.154,,-14.2,-10.4,-24.7,0.0
309,Vit Krejci\krejcvi01,SG,21,OKC,4,18,9.6,.510,.600,.400,0.0,17.2,8.5,16.9,0.0,0.0,14.5,16.6,,0.0,0.0,0.0,.030,,-4.0,0.2,-3.8,0.0
310,Arnoldas Kulboka\kulboar01,SF,24,CHO,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.018,,-5.2,-5.3,-10.5,0.0
311,Jonathan Kuminga\kuminjo01,SF,19,GSW,45,631,14.6,.584,.327,.425,5.0,16.4,10.9,7.3,1.2,1.4,11.7,23.6,,0.5,1.0,1.5,.115,,-1.9,-0.5,-2.4,-0.1
312,Kyle Kuzma\kuzmaky01,PF,26,WAS,52,1719,15.4,.550,.413,.244,3.8,24.6,14.4,14.3,1.0,2.2,13.4,22.9,,0.5,1.7,2.2,.061,,0.3,-0.3,0.0,0.9
313,Anthony Lamb\lamban01,SF,24,SAS,2,8,-0.4,.000,1.000,.000,0.0,13.2,6.5,27.8,0.0,0.0,0.0,10.6,,0.0,0.0,0.0,-0.140,,-6.0,-1.9,-7.9,0.0
314,Jeremy Lamb\lambje01,SF-SG,29,TOT,40,644,14.0,.526,.523,.347,2.5,14.7,8.6,12.4,1.8,2.1,8.3,20.1,,0.7,0.5,1.2,.086,,0.1,-0.2,-0.1,0.3
314,Jeremy Lamb\lambje01,SF,29,IND,39,613,13.8,.524,.513,.351,2.7,14.4,8.5,11.9,1.8,2.0,8.4,20.2,,0.6,0.5,1.1,.083,,0.0,-0.2,-0.2,0.3
314,Jeremy Lamb\lambje01,SG,29,SAC,1,31,17.5,.568,.727,.273,0.0,20.9,10.4,22.6,0.0,5.5,7.5,18.4,,0.1,0.0,0.1,.141,,2.2,0.4,2.6,0.0
315,Jock Landale\landajo01,C,26,SAS,36,366,16.5,.596,.442,.194,11.1,11.6,11.3,12.0,0.9,2.7,14.1,18.9,,0.6,0.3,0.9,.119,,0.8,-1.0,-0.2,0.2
316,Romeo Langford\langfro01,SG,22,BOS,44,728,9.5,.520,.451,.185,4.4,10.7,7.6,3.7,1.4,2.0,7.4,13.0,,0.3,1.0,1.3,.086,,-2.3,0.8,-1.5,0.1
317,Zach LaVine\lavinza01,SF,26,CHI,47,1624,20.4,.606,.396,.268,0.9,14.5,7.8,20.9,0.9,1.0,11.9,29.3,,3.2,1.0,4.2,.124,,4.0,-1.5,2.5,1.9
318,Jake Layman\laymaja01,SF,27,MIN,23,169,6.7,.438,.531,.163,2.4,13.0,7.6,5.6,1.7,2.3,11.8,14.7,,-0.2,0.1,0.0,-0.008,,-4.9,-0.6,-5.5,-0.1
319,Damion Lee\leeda03,SG,29,GSW,46,934,11.4,.579,.510,.161,2.2,13.9,8.2,6.5,1.6,0.5,8.8,16.0,,0.8,1.4,2.2,.112,,-1.8,0.4,-1.4,0.1
320,Saben Lee\leesa01,PG,22,DET,28,407,13.4,.486,.361,.352,2.5,15.7,8.7,23.8,3.1,2.2,15.1,17.4,,0.0,0.4,0.5,.053,,-1.9,2.1,0.2,0.2
321,Alex Len\lenal01,C,28,SAC,33,557,13.4,.573,.123,.361,9.2,20.4,14.8,10.6,1.0,3.8,18.6,16.9,,0.4,0.4,0.8,.070,,-2.9,0.2,-2.7,-0.1
322,Caris LeVert\leverca01,SG,27,TOT,42,1309,16.5,.526,.295,.225,2.6,10.7,6.6,23.4,1.5,1.3,9.9,26.8,,1.2,0.7,2.0,.073,,1.0,-1.2,-0.2,0.6
322,Caris LeVert\leverca01,SG,27,IND,39,1214,16.9,.530,.304,.235,2.7,11.1,6.8,23.5,1.4,1.3,9.9,27.0,,1.3,0.6,1.9,.077,,1.3,-1.4,-0.1,0.6
322,Caris LeVert\leverca01,SG,27,CLE,3,95,12.0,.461,.174,.087,1.2,5.5,3.4,22.0,3.1,0.9,11.2,24.9,,-0.1,0.1,0.1,.026,,-3.0,0.8,-2.2,0.0
323,Kira Lewis Jr.\lewiski01,PG,20,NOP,24,341,10.0,.466,.397,.082,2.8,9.9,6.3,22.8,1.6,0.3,14.7,22.5,,-0.3,0.2,-0.1,-0.020,,-2.7,-1.5,-4.1,-0.2
324,Scottie Lewis\lewissc01,SG,21,CHO,2,7,14.7,.568,,,0.0,0.0,0.0,16.4,6.8,0.0,0.0,5.3,,0.0,0.0,0.0,.162,,0.2,5.9,6.1,0.0
325,Damian Lillard\lillada01,PG,31,POR,29,1056,19.1,.550,.514,.328,1.3,11.4,6.2,33.5,0.8,1.0,11.6,29.5,,2.0,0.2,2.2,.100,,4.2,-2.8,1.5,0.9
326,Nassir Little\littlna01,SF,21,POR,42,1088,13.9,.575,.489,.298,5.7,18.3,11.9,7.3,1.1,3.2,10.1,15.9,,1.3,0.7,2.1,.091,,-0.6,-0.6,-1.2,0.2
327,Isaiah Livers\liveris01,SF,23,DET,1,5,-10.9,.000,1.000,.000,0.0,0.0,0.0,0.0,9.7,18.2,33.3,25.6,,-0.1,0.0,-0.1,-0.523,,-21.0,4.0,-17.1,0.0
328,Kevon Looney\looneke01,C,25,GSW,57,1217,15.5,.571,.004,.347,14.4,23.9,19.3,10.9,1.4,3.4,14.9,13.0,,2.2,2.5,4.7,.184,,-1.4,1.4,0.0,0.6
329,Brook Lopez\lopezbr01,C,33,MIL,1,28,11.7,.444,.444,.000,7.7,11.1,9.4,0.0,1.7,10.5,0.0,13.8,,0.0,0.0,0.1,.089,,-3.3,0.7,-2.6,0.0
330,Robin Lopez\lopezro01,C,33,ORL,26,459,15.3,.583,.031,.238,12.5,10.0,11.3,15.9,0.1,2.8,16.5,20.0,,0.5,0.2,0.7,.073,,-1.3,-1.6,-2.8,-0.1
331,Didi Louzada\louzama01,SF,22,NOP,2,7,-1.1,.000,1.000,.000,30.8,0.0,15.8,17.8,0.0,0.0,0.0,18.5,,0.0,0.0,0.0,-0.250,,-4.0,-8.6,-12.6,0.0
332,Kevin Love\loveke01,PF,33,CLE,49,1091,21.2,.594,.599,.302,5.8,29.3,17.9,15.5,0.8,1.0,9.6,26.1,,2.6,2.0,4.5,.199,,5.4,0.6,5.9,2.2
333,Kyle Lowry\lowryky01,PG,35,MIA,44,1493,14.6,.565,.590,.262,1.9,12.9,7.4,34.6,1.7,1.1,20.6,18.9,,2.1,1.8,3.9,.127,,0.6,0.6,1.2,1.2
334,Timothé Luwawu-Cabarrot\luwawti01,SF,26,ATL,35,447,9.1,.545,.680,.156,2.2,9.4,5.8,7.8,1.3,0.8,8.7,14.7,,0.3,0.1,0.4,.048,,-2.2,-1.2,-3.5,-0.2
335,Trey Lyles\lylestr01,PF,26,DET,51,990,17.0,.576,.380,.458,6.1,21.2,13.2,9.8,1.1,2.4,10.5,22.2,,1.4,0.7,2.2,.105,,0.6,-0.7,-0.1,0.5
336,Théo Maledon\maledth01,PG,20,OKC,29,404,5.6,.435,.522,.292,2.2,9.5,5.8,11.9,1.5,0.9,16.4,16.4,,-0.6,0.3,-0.2,-0.027,,-6.4,-0.2,-6.6,-0.5
337,Sandro Mamukelashvili\mamuksa01,PF,22,MIL,31,301,12.5,.550,.476,.146,9.7,10.3,10.0,7.3,1.1,2.3,10.3,13.9,,0.4,0.3,0.7,.106,,-0.3,-0.6,-0.9,0.1
338,Terance Mann\mannte01,SF,25,LAC,57,1635,12.6,.565,.326,.214,5.0,13.7,9.5,12.1,1.1,0.3,9.6,15.3,,2.0,1.5,3.6,.105,,-1.0,0.0,-1.1,0.4
339,Tre Mann\manntr01,PG,20,OKC,43,835,8.1,.471,.463,.134,1.6,9.8,5.6,7.9,1.6,1.0,9.2,20.4,,-0.9,0.8,-0.1,-0.007,,-4.7,-0.6,-5.2,-0.7
340,Boban Marjanović\marjabo01,C,33,DAL,17,98,21.2,.632,.053,.281,7.8,26.0,16.8,4.6,0.0,1.8,14.7,34.3,,0.0,0.1,0.1,.072,,-1.4,-1.1,-2.5,0.0
341,Lauri Markkanen\markkla01,PF,24,CLE,38,1148,14.2,.557,.522,.169,4.0,14.7,9.6,7.4,1.3,1.6,6.3,19.0,,1.4,1.7,3.1,.128,,0.2,0.4,0.5,0.7
342,Naji Marshall\marshna01,SF,24,NOP,31,301,10.0,.473,.417,.340,5.4,18.7,11.9,11.7,2.1,1.3,15.7,20.2,,-0.2,0.3,0.1,.011,,-4.2,-0.5,-4.8,-0.2
343,Caleb Martin\martica02,SF,26,MIA,44,1009,15.4,.599,.365,.217,6.3,13.1,9.7,7.0,2.1,2.2,9.1,16.8,,1.6,1.4,3.0,.144,,0.4,0.8,1.2,0.8
344,Cody Martin\martico01,SF,26,CHO,49,1334,12.6,.554,.369,.259,4.7,11.9,8.2,12.5,2.2,1.8,11.1,12.6,,1.5,1.0,2.5,.092,,-1.2,0.6,-0.5,0.5
345,Kelan Martin\martike03,SF,26,IND,27,444,10.0,.492,.440,.077,3.9,9.3,6.6,7.0,1.4,1.8,7.5,18.2,,0.0,0.2,0.2,.022,,-2.2,-0.9,-3.1,-0.1
346,Kenyon Martin Jr.\martike04,SF,21,HOU,52,1021,15.3,.584,.281,.254,6.6,15.6,11.1,10.7,1.1,2.3,9.5,17.0,,1.6,0.3,1.9,.088,,0.4,-1.2,-0.8,0.3
347,Garrison Mathews\mathega01,SG,25,HOU,38,1046,12.6,.626,.828,.413,2.2,11.8,7.0,5.5,1.2,1.1,6.3,15.5,,2.0,0.2,2.2,.101,,-0.1,-1.7,-1.8,0.1
348,Dakota Mathias\mathida01,SG,26,MEM,6,16,11.3,.500,1.000,.000,0.0,13.3,6.6,8.2,3.0,0.0,0.0,15.5,,0.0,0.0,0.0,.113,,-1.3,1.5,0.2,0.0
349,Wesley Matthews\matthwe02,SG,35,MIL,28,538,7.5,.548,.717,.079,3.0,7.3,5.2,4.7,1.1,0.9,7.1,11.3,,0.4,0.4,0.7,.064,,-2.9,-0.5,-3.5,-0.2
350,Tyrese Maxey\maxeyty01,PG,21,PHI,49,1745,16.2,.570,.262,.238,1.2,9.8,5.6,20.7,0.9,1.3,7.5,20.4,,3.3,1.4,4.7,.128,,1.1,-0.5,0.6,1.1
351,Skylar Mays\mayssk01,SG,24,ATL,22,202,13.5,.600,.410,.148,2.7,10.7,6.7,11.3,1.7,0.0,11.0,15.8,,0.3,0.1,0.3,.083,,-0.2,-0.7,-0.9,0.1
352,Miles McBride\mcbrimi01,PG,21,NYK,21,151,5.9,.318,.534,.069,1.4,10.1,5.7,22.5,2.7,0.7,4.8,18.3,,-0.3,0.2,-0.1,-0.029,,-6.5,0.6,-6.0,-0.2
353,Mac McClung\mccluma01,PG,23,CHI,1,3,9.0,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,29.3,,0.0,0.0,0.0,-0.248,,-6.6,-8.6,-15.2,0.0
354,CJ McCollum\mccolcj01,SG,30,TOT,38,1340,16.5,.532,.431,.103,3.0,11.1,7.0,22.4,1.4,1.5,9.5,26.7,,1.1,0.5,1.6,.058,,2.0,-1.7,0.3,0.8
354,CJ McCollum\mccolcj01,SG,30,POR,36,1267,16.4,.532,.435,.102,2.9,10.5,6.6,22.2,1.4,1.6,9.2,26.3,,1.1,0.5,1.6,.060,,2.0,-1.7,0.3,0.7
354,CJ McCollum\mccolcj01,SG,30,NOP,2,73,17.7,.540,.378,.111,5.9,21.6,13.6,26.6,0.7,0.0,14.5,32.7,,0.0,0.0,0.0,.021,,2.3,-2.2,0.1,0.0
355,T.J. McConnell\mccontj01,PG,29,IND,24,581,15.6,.536,.138,.083,3.6,11.7,7.6,29.1,2.1,1.3,13.0,16.0,,0.9,0.4,1.3,.108,,-0.1,1.5,1.4,0.5
356,Jaden McDaniels\mcdanja02,PF,21,MIN,54,1402,9.5,.529,.447,.113,4.5,13.0,8.6,6.1,1.4,2.5,11.2,14.7,,0.5,1.2,1.6,.055,,-3.3,-0.3,-3.6,-0.6
357,Jalen McDaniels\mcdanja01,SF,24,CHO,39,685,12.6,.592,.437,.234,4.3,16.9,10.4,8.6,1.4,2.2,12.1,15.2,,0.7,0.5,1.2,.084,,-1.9,-0.4,-2.3,-0.1
358,Doug McDermott\mcderdo01,PF,30,SAS,41,1002,11.9,.596,.557,.077,1.6,9.1,5.3,6.8,0.5,0.3,7.6,18.4,,1.1,0.3,1.4,.067,,0.0,-2.2,-2.3,-0.1
359,JaVale McGee\mcgeeja01,C,34,PHO,50,811,24.7,.671,.018,.315,16.1,29.5,23.0,6.4,1.1,5.3,16.0,23.6,,2.1,1.8,3.9,.229,,1.2,1.1,2.3,0.9
360,Cameron McGriff\mcgrica01,SF,24,POR,3,46,12.8,.470,.429,.143,14.0,21.9,17.9,9.3,0.0,2.1,0.0,14.1,,0.1,0.0,0.1,.113,,-0.6,-3.1,-3.6,0.0
361,Rodney McGruder\mcgruro01,SG,30,DET,31,426,11.2,.584,.602,.119,4.0,11.2,7.4,9.0,1.4,0.6,9.5,13.8,,0.4,0.2,0.6,.069,,-1.1,-1.0,-2.1,0.0
362,Alfonzo McKinnie\mckinal01,SF,29,CHI,17,206,5.8,.457,.443,.131,7.1,10.7,8.9,3.2,0.5,1.3,9.8,15.3,,-0.1,0.1,0.0,-0.008,,-5.3,-3.5,-8.8,-0.4
363,JaQuori McLaughlin\mclauja01,PG,24,DAL,4,11,-2.9,.000,.500,.000,0.0,0.0,0.0,22.5,0.0,0.0,0.0,8.1,,0.0,0.0,0.0,-0.097,,-9.3,-4.2,-13.6,0.0
364,Jordan McLaughlin\mclaujo01,PG,25,MIN,39,482,13.1,.468,.372,.239,1.9,9.6,5.6,30.0,2.9,0.6,13.8,12.6,,0.6,0.5,1.0,.103,,-1.8,0.8,-1.1,0.1
365,Ben McLemore\mclembe01,SG,28,POR,40,745,11.5,.564,.802,.110,1.6,7.8,4.6,6.9,1.1,0.7,7.5,20.4,,0.6,0.1,0.7,.044,,-0.2,-2.5,-2.7,-0.1
366,De'Anthony Melton\meltode01,SG,23,MEM,49,1116,14.8,.494,.511,.164,4.7,16.5,10.5,16.4,3.4,2.2,12.5,20.7,,0.3,1.9,2.2,.095,,-0.2,1.8,1.6,1.0
367,Sam Merrill\merrisa01,SG,25,MEM,6,58,7.8,.485,.958,.167,1.8,11.0,6.3,9.2,0.0,0.0,7.2,19.8,,0.0,0.0,0.0,.028,,-2.0,-3.7,-5.7,-0.1
368,Chimezie Metu\metuch01,C,24,SAC,40,895,13.2,.524,.426,.183,3.0,25.9,14.4,7.5,1.9,2.2,10.5,18.3,,0.0,0.9,1.0,.051,,-1.3,0.0,-1.3,0.2
369,Khris Middleton\middlkh01,SF,30,MIL,45,1434,18.4,.577,.418,.291,2.2,15.6,9.0,25.5,1.9,0.9,15.1,26.8,,2.1,1.6,3.8,.126,,1.8,-0.1,1.6,1.3
370,C.J. Miles\milescj01,SG,34,BOS,1,2,-7.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.029,,-16.3,-0.2,-16.5,0.0
371,Patty Mills\millspa02,PG,33,BRK,55,1704,12.5,.589,.694,.071,0.8,6.7,3.8,11.8,1.1,0.8,7.7,17.2,,2.3,0.6,2.9,.082,,0.9,-1.5,-0.6,0.6
372,Paul Millsap\millspa01,PF,36,BRK,24,270,11.4,.443,.318,.200,11.8,23.4,17.7,12.0,0.9,3.6,10.6,16.6,,0.1,0.3,0.4,.068,,-3.4,0.2,-3.1,-0.1
373,Shake Milton\miltosh01,PG,25,PHI,29,714,12.0,.507,.302,.187,2.2,11.3,6.8,17.4,1.4,1.4,11.0,20.6,,0.1,0.7,0.8,.051,,-2.1,-0.4,-2.5,-0.1
374,Davion Mitchell\mitchda01,PG,23,SAC,52,1350,10.7,.479,.413,.079,2.4,7.5,4.9,20.0,1.3,1.0,9.9,19.8,,0.0,0.3,0.2,.009,,-1.8,-1.6,-3.5,-0.5
375,Donovan Mitchell\mitchdo01,SG,25,UTA,44,1466,22.2,.571,.465,.212,3.2,10.3,6.9,27.1,2.4,0.7,11.8,32.9,,3.1,1.7,4.8,.158,,4.5,0.0,4.4,2.4
376,Evan Mobley\mobleev01,PF,20,CLE,49,1667,15.6,.546,.113,.298,6.1,19.1,12.8,11.5,1.1,4.3,12.7,20.0,,1.0,3.0,4.0,.116,,-1.0,1.7,0.8,1.2
377,Malik Monk\monkma01,SG,23,LAL,51,1378,14.5,.602,.557,.150,1.7,11.1,6.4,13.6,1.3,1.3,11.5,19.3,,1.7,1.0,2.7,.095,,0.6,-0.8,-0.3,0.6
378,Greg Monroe\monrogr01,C,31,TOT,9,139,19.2,.550,.000,.286,16.3,21.7,18.8,14.5,2.1,4.1,14.5,17.0,,0.2,0.2,0.5,.158,,-0.7,0.5,-0.2,0.1
378,Greg Monroe\monrogr01,C,31,MIN,3,63,18.8,.617,.000,.357,8.2,28.0,17.7,24.6,1.5,6.2,19.8,13.4,,0.1,0.1,0.2,.175,,0.0,4.4,4.4,0.1
378,Greg Monroe\monrogr01,C,31,WAS,2,18,25.6,.500,.000,.000,43.1,17.8,30.3,9.2,2.8,4.6,20.0,24.7,,0.0,0.0,0.1,.143,,0.0,-4.2,-4.2,0.0
378,Greg Monroe\monrogr01,C,31,MIL,4,58,17.6,.520,.000,.350,16.7,16.0,16.4,5.1,2.5,1.7,8.0,18.6,,0.1,0.1,0.2,.145,,-1.6,-2.3,-3.9,0.0
379,Moses Moody\moodymo01,SG,19,GSW,33,309,8.2,.507,.608,.175,2.6,12.8,7.9,5.0,0.5,1.5,6.3,15.7,,0.1,0.4,0.4,.069,,-3.3,-1.3,-4.6,-0.2
380,Xavier Moon\moonxa01,SG,27,LAC,6,83,12.6,.467,.294,.088,1.3,9.9,5.7,18.6,2.9,1.0,7.8,20.2,,0.0,0.1,0.1,.045,,-3.5,0.7,-2.9,0.0
381,Matt Mooney\moonema01,SG,24,NYK,1,2,-20.2,.000,1.000,.000,0.0,0.0,0.0,0.0,25.1,0.0,50.0,44.0,,-0.1,0.0,0.0,-0.922,,-33.8,11.3,-22.6,0.0
382,Ja Morant\moranja01,PG,22,MEM,45,1489,24.6,.571,.223,.327,4.3,14.5,9.3,34.8,1.8,1.0,13.0,33.2,,3.7,1.6,5.3,.170,,5.9,-0.2,5.7,2.9
383,Juwan Morgan\morgaju01,PF,24,TOR,1,27,9.6,.833,.667,.000,7.7,8.5,8.1,4.9,0.0,0.0,0.0,4.8,,0.1,0.0,0.1,.133,,-2.9,-4.4,-7.4,0.0
384,Jaylen Morris\morrija01,SG,26,SAS,3,16,-11.5,.129,.333,.667,0.0,13.2,6.5,13.9,0.0,0.0,11.4,23.2,,-0.1,0.0,-0.1,-0.376,,-15.6,-5.8,-21.4,-0.1
385,Marcus Morris\morrima03,PF,32,LAC,33,995,13.8,.545,.402,.202,2.1,14.7,8.6,11.7,0.9,0.8,8.1,23.0,,0.7,0.9,1.6,.077,,0.0,-1.1,-1.1,0.2
386,Markieff Morris\morrima02,PF,32,MIA,10,187,10.5,.533,.314,.071,7.9,9.0,8.4,11.6,0.8,0.6,14.3,20.0,,0.1,0.2,0.2,.056,,-1.5,-0.2,-1.7,0.0
387,Monte Morris\morrimo01,PG,26,DEN,51,1529,14.4,.564,.401,.093,1.4,9.3,5.5,21.1,1.1,0.5,8.5,18.1,,2.4,1.0,3.4,.106,,0.4,-0.9,-0.5,0.6
388,Emmanuel Mudiay\mudiaem01,PG,25,SAC,2,11,12.7,.399,.000,2.000,0.0,0.0,0.0,43.1,4.4,0.0,21.0,18.5,,0.0,0.0,0.0,.029,,-2.4,1.3,-1.0,0.0
389,Mychal Mulder\muldemy01,PG,27,ORL,15,195,2.3,.405,.687,.030,1.1,10.4,5.7,2.2,1.0,0.5,10.5,16.9,,-0.5,0.1,-0.4,-0.095,,-6.7,-1.9,-8.5,-0.3
390,Ade Murkey\murkead01,SG,24,SAC,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.023,,-7.1,-2.5,-9.5,0.0
391,Trey Murphy III\murphtr02,SF,21,NOP,40,514,9.3,.499,.723,.189,5.9,12.9,9.3,5.5,1.2,1.1,7.0,14.5,,0.3,0.3,0.6,.053,,-1.8,-1.5,-3.3,-0.2
392,Dejounte Murray\murrade01,PG,25,SAS,50,1719,22.5,.520,.229,.157,3.9,21.8,12.8,41.2,2.9,0.8,11.3,26.7,,3.1,2.4,5.5,.154,,3.6,1.8,5.4,3.2
393,Mike Muscala\muscami01,C,30,OKC,43,592,20.2,.630,.657,.230,3.5,18.9,11.1,6.4,1.5,4.1,4.9,21.0,,1.5,0.9,2.3,.190,,3.9,1.2,5.1,1.1
