Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
394,Svi Mykhailiuk\mykhasv01,SF,24,TOR,42,649,10.3,.520,.551,.156,3.2,11.8,7.3,8.7,1.8,0.6,11.3,16.3,,0.3,0.5,0.8,.059,,-2.0,-0.3,-2.4,-0.1
395,Abdel Nader\naderab01,SF,28,PHO,14,145,5.0,.431,.400,.286,3.0,16.4,9.9,5.9,2.7,2.4,21.8,15.0,,-0.3,0.3,0.0,-0.003,,-7.0,2.0,-4.9,-0.1
396,Larry Nance Jr.\nancela02,PF,29,POR,37,858,14.7,.581,.313,.247,7.3,19.7,13.4,12.3,2.2,1.5,11.0,12.5,,1.4,0.7,2.1,.119,,0.0,0.6,0.6,0.6
397,RJ Nembhard Jr.\nembhrj01,SG,22,CLE,7,44,8.7,.463,.091,.182,0.0,4.8,2.5,32.0,0.0,0.0,14.4,13.9,,0.0,0.0,0.1,.059,,-4.0,-1.8,-5.8,0.0
398,Aaron Nesmith\nesmiaa01,SF,22,BOS,39,398,4.8,.445,.631,.123,2.7,14.3,8.5,4.3,1.5,0.5,13.3,17.4,,-0.6,0.6,0.0,-0.006,,-6.4,0.1,-6.3,-0.4
399,Raul Neto\netora01,PG,29,WAS,46,914,10.7,.517,.275,.255,1.0,9.4,5.2,19.7,1.7,0.1,14.5,19.1,,0.0,0.5,0.4,.022,,-3.5,-0.8,-4.3,-0.5
400,Malik Newman\newmama01,PG,24,CLE,1,8,29.1,.680,.200,.400,0.0,13.1,6.8,27.9,0.0,0.0,14.5,37.9,,0.0,0.0,0.0,.203,,6.7,0.1,6.8,0.0
401,Georges Niang\niangge01,PF,28,PHI,52,1201,10.8,.578,.636,.113,1.8,10.7,6.3,9.9,0.9,0.7,9.5,17.3,,1.0,0.9,1.9,.077,,-1.2,-1.1,-2.3,-0.1
402,Daishen Nix\nixda01,SG,19,HOU,8,67,17.4,.704,.350,.150,1.6,14.8,8.2,24.5,5.0,0.0,29.7,19.2,,0.0,0.1,0.1,.069,,-0.9,2.2,1.3,0.1
403,Zeke Nnaji\nnajize01,PF,21,DEN,39,651,14.8,.652,.432,.352,9.6,14.9,12.3,3.3,0.9,1.8,9.4,15.2,,1.4,0.6,1.9,.143,,0.0,-1.8,-1.8,0.0
404,Nerlens Noel\noelne01,C,27,NYK,25,562,12.0,.581,.050,.500,9.0,18.0,13.4,5.7,2.7,5.5,21.5,7.3,,0.5,1.0,1.5,.125,,-2.9,3.0,0.1,0.3
405,Jaylen Nowell\nowelja01,SG,22,MIN,40,603,17.3,.557,.365,.209,2.6,11.9,7.1,21.4,1.8,1.0,6.8,21.4,,1.3,0.5,1.8,.140,,1.1,-0.2,0.9,0.4
406,Frank Ntilikina\ntilila01,PG,23,DAL,46,586,9.5,.499,.521,.128,1.3,10.6,5.9,13.1,2.1,0.9,11.6,17.2,,-0.1,0.8,0.7,.057,,-3.5,0.9,-2.6,-0.1
407,Jusuf Nurkić\nurkiju01,C,27,POR,54,1514,20.0,.581,.092,.441,11.2,32.4,21.6,16.1,1.9,2.1,17.0,23.5,,2.1,1.8,3.9,.122,,0.0,0.2,0.2,0.8
408,David Nwaba\nwabada01,SF,29,HOU,35,485,15.6,.549,.253,.363,7.0,23.2,15.1,8.4,2.2,3.4,9.1,16.3,,0.6,0.4,1.0,.099,,-0.7,-0.1,-0.8,0.2
409,Jordan Nwora\nworajo01,SF,23,MIL,43,820,10.6,.503,.506,.064,3.8,16.5,10.3,7.6,1.2,1.6,10.9,19.7,,-0.3,0.9,0.6,.034,,-2.3,-1.1,-3.4,-0.3
410,Royce O'Neale\onealro01,SF,28,UTA,52,1634,11.6,.643,.674,.146,2.8,13.6,8.4,10.6,2.0,1.3,12.8,9.4,,2.5,2.0,4.5,.133,,-0.1,2.1,2.0,1.7
411,Semi Ojeleye\ojelese01,PF,27,MIL,20,308,5.1,.376,.586,.186,8.7,11.1,9.9,2.1,0.8,1.6,6.2,11.3,,-0.1,0.2,0.1,.016,,-4.8,-1.9,-6.6,-0.4
412,Chuma Okeke\okekech01,PF,23,ORL,47,1110,12.3,.501,.598,.117,3.0,18.1,10.5,9.6,2.8,2.1,9.0,16.5,,-0.1,1.4,1.3,.056,,-1.6,1.4,-0.2,0.5
413,Josh Okogie\okogijo01,SG,23,MIN,33,408,7.3,.466,.480,.493,6.3,9.4,7.8,5.6,2.0,2.4,15.7,11.1,,-0.1,0.3,0.3,.034,,-4.2,0.4,-3.8,-0.2
414,Onyeka Okongwu\okongon01,C,21,ATL,24,522,19.3,.730,.000,.453,11.1,16.8,14.0,7.5,1.6,5.9,16.6,14.1,,1.5,0.5,2.0,.183,,-0.4,1.0,0.6,0.3
415,Isaac Okoro\okorois01,SF,21,CLE,42,1213,10.2,.568,.383,.341,4.1,7.7,6.0,8.8,1.4,1.0,11.4,13.7,,1.2,1.4,2.6,.105,,-2.6,0.9,-1.7,0.1
416,KZ Okpala\okpalkz01,PF,22,MIA,21,244,10.6,.521,.377,.159,5.1,13.7,9.5,8.3,0.8,3.1,6.3,14.3,,0.2,0.3,0.5,.101,,-2.9,0.2,-2.7,0.0
417,Cameron Oliver\oliveca01,SF,25,ATL,2,43,21.8,.705,.200,.200,5.1,10.1,7.6,11.2,1.1,2.1,0.0,16.6,,0.2,0.0,0.2,.220,,2.5,-0.6,1.9,0.0
418,Kelly Olynyk\olynyke01,C,30,DET,19,389,14.9,.491,.406,.288,7.6,18.7,12.8,24.0,2.0,2.3,13.5,24.3,,0.0,0.4,0.3,.041,,-0.7,0.5,-0.2,0.2
419,Eugene Omoruyi\omorueu01,SF,24,DAL,4,18,17.2,.518,.400,.800,12.1,30.8,21.3,15.9,0.0,0.0,0.0,16.8,,0.1,0.0,0.1,.207,,3.5,0.7,4.2,0.0
420,Miye Oni\onimi01,SG,24,UTA,16,44,0.5,.265,.889,.111,2.6,14.2,8.7,14.2,0.0,0.0,9.6,10.3,,-0.1,0.0,0.0,-0.031,,-7.4,-0.4,-7.8,-0.1
421,Cedi Osman\osmande01,SF,26,CLE,45,1043,13.1,.547,.621,.209,1.9,8.7,5.4,13.1,1.9,0.7,8.4,20.7,,0.9,1.4,2.3,.106,,-0.3,0.9,0.6,0.7
422,Daniel Oturu\oturuda01,C,22,TOR,3,27,13.6,.549,.167,.833,3.8,16.9,10.1,0.0,0.0,7.2,0.0,13.0,,0.0,0.0,0.1,.117,,-2.5,-2.8,-5.3,0.0
423,Kelly Oubre Jr.\oubreke01,SF,26,CHO,52,1475,15.3,.559,.589,.186,4.1,11.4,7.6,6.1,1.9,1.3,6.4,23.2,,1.5,0.9,2.4,.078,,0.4,-1.8,-1.4,0.2
424,Jaysean Paige\paigeja01,PG,27,DET,1,7,-22.2,.000,.667,.000,0.0,16.3,7.7,18.5,0.0,0.0,25.0,24.4,,-0.1,0.0,-0.1,-0.583,,-25.1,-6.6,-31.7,0.0
425,Trayvon Palmer\palmetr01,SG,27,DET,1,17,-5.7,.000,.000,.000,0.0,13.4,6.3,0.0,0.0,0.0,50.0,5.0,,-0.1,0.0,0.0,-0.140,,-13.3,-2.2,-15.5,-0.1
426,Kevin Pangos\pangoke01,PG,29,CLE,24,166,6.7,.408,.565,.087,1.4,5.7,3.6,24.7,0.9,0.0,12.8,14.5,,0.0,0.2,0.1,.032,,-4.5,-1.3,-5.9,-0.2
427,Jabari Parker\parkeja01,PF,26,BOS,12,112,15.2,.632,.421,.237,4.8,21.6,13.3,8.2,1.8,0.8,16.0,19.6,,0.1,0.2,0.3,.146,,-0.4,0.9,0.5,0.1
428,Eric Paschall\pascher01,PF,25,UTA,42,556,13.3,.614,.509,.368,5.1,11.6,8.5,6.2,0.5,0.6,11.2,17.5,,1.0,0.4,1.4,.118,,0.1,-1.2,-1.1,0.1
429,Chris Paul\paulch01,PG,36,PHO,56,1861,21.1,.577,.272,.275,0.9,13.2,7.2,44.2,2.7,0.9,15.4,19.9,,5.3,3.2,8.5,.219,,3.1,2.2,5.3,3.4
430,Cameron Payne\payneca01,PG,27,PHO,40,815,12.8,.498,.343,.169,2.1,11.9,7.2,25.1,1.4,1.3,14.5,26.0,,-0.2,1.1,0.9,.051,,-1.0,0.1,-0.9,0.2
431,Elfrid Payton\paytoel01,PG,27,PHO,36,428,8.9,.412,.102,.204,4.8,13.1,9.1,23.6,2.1,0.8,19.4,18.7,,-0.6,0.7,0.1,.009,,-4.0,1.2,-2.9,-0.1
432,Gary Payton II\paytoga02,PG,29,GSW,54,892,19.0,.683,.361,.185,6.8,16.1,11.7,7.4,3.9,1.8,8.8,14.4,,2.1,2.0,4.1,.221,,1.0,3.6,4.6,1.5
433,Norvel Pelle\pelleno01,C,28,UTA,3,19,12.4,.600,.000,.000,17.9,16.5,17.2,0.0,0.0,4.5,28.6,16.0,,0.0,0.0,0.0,.043,,-2.7,-4.2,-6.9,0.0
434,Reggie Perry\perryre01,PF,21,TOT,3,51,7.9,.597,.200,.200,4.2,13.2,8.6,5.5,1.0,0.0,8.4,10.1,,0.1,0.0,0.1,.072,,-5.0,-1.8,-6.8,-0.1
434,Reggie Perry\perryre01,PF,21,POR,2,41,8.8,.557,.222,.222,5.2,13.7,9.4,6.9,1.2,0.0,9.2,11.6,,0.0,0.0,0.1,.069,,-4.3,-2.0,-6.4,0.0
434,Reggie Perry\perryre01,PF,21,IND,1,10,4.4,1.000,.000,.000,0.0,11.2,5.5,0.0,0.0,0.0,0.0,4.3,,0.0,0.0,0.0,.087,,-7.5,-0.9,-8.4,0.0
435,Jamorko Pickett\pickeja01,PF,24,DET,6,47,-4.2,.150,.700,.000,4.3,17.0,10.3,2.8,0.0,1.9,23.1,11.8,,-0.2,0.0,-0.2,-0.195,,-9.4,-4.2,-13.6,-0.1
436,Theo Pinson\pinsoth01,SF,26,DAL,16,120,8.2,.415,.781,.125,0.9,16.6,8.7,14.7,1.7,1.5,5.6,13.3,,0.0,0.2,0.2,.062,,-3.4,1.2,-2.2,0.0
437,Mason Plumlee\plumlma01,C,31,CHO,49,1249,14.4,.591,.009,.463,10.2,22.6,16.2,15.4,1.8,2.4,19.3,11.5,,1.8,1.3,3.1,.119,,-1.6,1.3,-0.3,0.5
438,Jakob Poeltl\poeltja01,C,26,SAS,47,1352,20.9,.603,.002,.285,14.0,18.8,16.4,13.7,1.3,5.2,12.6,18.1,,3.0,1.7,4.8,.169,,1.0,0.8,1.8,1.3
439,Aleksej Pokusevski\pokusal01,PF,20,OKC,40,646,10.2,.464,.454,.070,6.0,20.7,13.2,11.0,1.7,3.3,17.0,18.9,,-0.9,1.0,0.0,.002,,-4.0,0.7,-3.2,-0.2
440,Yves Pons\ponsyv01,SF,22,MEM,7,22,4.1,.387,.333,.667,9.4,14.6,11.9,0.0,0.0,0.0,0.0,7.3,,0.0,0.0,0.0,.027,,-4.1,-2.6,-6.6,0.0
441,Jordan Poole\poolejo01,SG,22,GSW,51,1481,14.4,.581,.550,.249,1.8,9.4,5.7,18.5,1.3,1.0,14.0,24.7,,1.5,2.0,3.5,.113,,-0.1,-0.3,-0.5,0.6
442,Kevin Porter Jr.\porteke02,PG,21,HOU,38,1143,12.0,.521,.507,.268,2.6,11.9,7.2,31.7,1.9,0.8,21.2,23.8,,-0.5,0.3,-0.2,-0.007,,-1.0,-1.9,-2.9,-0.3
443,Michael Porter Jr.\portemi01,SF,23,DEN,9,265,7.8,.416,.466,.087,3.9,20.5,12.4,9.1,1.9,0.7,10.1,19.8,,-0.5,0.3,-0.1,-0.027,,-3.8,0.4,-3.4,-0.1
444,Otto Porter Jr.\porteot01,PF,28,GSW,46,996,16.4,.593,.565,.106,5.2,20.0,12.9,10.6,2.5,2.1,6.6,15.2,,1.7,2.1,3.8,.183,,1.5,2.6,4.1,1.5
445,Bobby Portis\portibo01,C,26,MIL,48,1380,18.7,.586,.378,.146,9.7,23.3,16.6,6.9,1.2,2.9,10.1,21.9,,2.3,1.9,4.2,.148,,1.5,-0.9,0.6,0.9
446,Kristaps Porziņģis\porzikr01,PF,26,DAL,34,1002,22.1,.561,.341,.335,6.9,21.8,14.3,11.9,1.3,5.3,8.3,28.4,,1.7,1.9,3.6,.173,,2.5,0.8,3.2,1.3
447,Micah Potter\pottemi01,C,23,DET,3,31,13.8,.505,.182,.182,13.1,18.4,15.6,0.0,1.6,2.9,7.8,17.8,,0.0,0.0,0.0,.070,,-4.0,-3.2,-7.3,0.0
448,Dwight Powell\poweldw01,C,30,DAL,57,1164,16.7,.705,.128,.506,10.7,13.1,11.9,8.0,1.2,1.9,12.9,13.1,,3.4,1.5,4.9,.204,,-0.2,0.8,0.6,0.8
449,Myles Powell\powelmy01,PG,24,PHI,11,52,0.4,.364,.353,.118,2.2,10.5,6.4,8.0,1.0,0.0,14.4,18.1,,-0.2,0.0,-0.1,-0.105,,-10.3,-2.3,-12.6,-0.1
450,Norman Powell\powelno01,SF-SG,28,TOT,43,1413,16.3,.595,.416,.373,1.5,9.5,5.4,10.8,1.5,1.3,9.0,23.1,,2.5,0.5,3.0,.102,,1.1,-1.6,-0.5,0.5
450,Norman Powell\powelno01,SF,28,POR,40,1333,15.8,.593,.423,.365,1.4,9.6,5.4,9.9,1.5,1.2,9.0,22.6,,2.1,0.5,2.6,.094,,0.8,-1.6,-0.8,0.4
450,Norman Powell\powelno01,SG,28,LAC,3,80,25.2,.620,.333,.476,4.1,7.7,5.9,26.4,1.2,2.1,9.0,30.6,,0.3,0.1,0.4,.227,,6.1,-1.0,5.1,0.1
451,Joshua Primo\primojo01,SG,19,SAS,28,443,8.6,.500,.530,.172,4.2,6.7,5.4,11.5,1.1,2.8,16.3,16.5,,-0.2,0.3,0.1,.012,,-2.6,-1.2,-3.8,-0.2
452,Taurean Prince\princta02,PF,27,MIN,45,698,11.5,.595,.611,.182,2.7,13.7,8.0,7.8,1.8,1.4,12.4,15.0,,0.6,0.6,1.3,.086,,-1.3,-0.1,-1.4,0.1
453,Payton Pritchard\pritcpa01,SG,24,BOS,47,570,10.6,.502,.603,.065,2.5,11.1,6.8,20.1,0.8,0.6,11.6,19.2,,0.2,0.6,0.9,.073,,-1.3,-0.7,-2.1,0.0
454,Trevelin Queen\queentr01,SG,24,HOU,8,69,15.5,.610,.759,.103,8.0,14.4,11.2,7.1,3.4,0.0,18.8,22.9,,0.0,0.1,0.1,.045,,0.4,-0.9,-0.4,0.0
455,Neemias Queta\quetane01,C,22,SAC,10,56,12.9,.417,.000,.217,21.1,15.5,18.3,10.5,0.9,6.1,13.7,22.3,,0.0,0.0,0.0,.009,,-5.0,-1.3,-6.3,-0.1
456,Immanuel Quickley\quickim01,PG,22,NYK,53,1135,11.4,.508,.571,.208,1.6,10.0,5.7,21.6,1.4,0.3,11.7,21.5,,0.6,0.8,1.4,.061,,-1.7,-0.8,-2.4,-0.1
457,Jahmi'us Ramsey\ramseja01,SG,20,SAC,19,134,8.2,.468,.310,.241,3.2,7.3,5.2,7.9,0.4,0.6,7.2,22.1,,-0.1,0.0,-0.1,-0.042,,-3.2,-3.6,-6.9,-0.2
458,Julius Randle\randlju01,PF,27,NYK,55,1952,16.3,.514,.317,.304,5.6,25.4,15.3,25.2,1.1,1.6,15.5,27.7,,0.3,2.4,2.7,.067,,0.6,0.1,0.7,1.3
459,Austin Reaves\reaveau01,SG,23,LAL,38,803,10.4,.626,.562,.327,2.9,10.0,6.5,8.0,0.7,1.1,9.7,11.0,,1.2,0.4,1.6,.097,,-1.8,-0.8,-2.6,-0.1
460,Cam Reddish\reddica01,SF,22,TOT,41,881,13.1,.537,.449,.268,2.6,8.7,5.7,6.9,2.2,1.4,10.8,23.0,,0.2,0.5,0.7,.038,,-0.9,-0.7,-1.6,0.1
460,Cam Reddish\reddica01,SF,22,ATL,34,797,13.1,.537,.446,.233,2.8,8.7,5.7,7.0,2.2,1.3,10.4,23.2,,0.2,0.4,0.6,.035,,-0.7,-0.9,-1.6,0.1
460,Cam Reddish\reddica01,SF,22,NYK,7,84,12.8,.537,.481,.704,1.3,9.1,5.1,5.3,3.0,2.4,14.5,21.7,,0.0,0.1,0.1,.064,,-2.8,0.7,-2.1,0.0
461,Davon Reed\reedda01,SG,26,DEN,29,399,12.0,.602,.558,.053,2.9,17.2,10.2,9.9,2.1,0.7,7.6,11.7,,0.5,0.5,1.0,.121,,-1.0,1.0,0.0,0.2
462,Paul Reed\reedpa01,C,22,PHI,23,213,14.7,.447,.069,.138,15.3,16.4,15.9,6.7,4.0,5.0,11.5,14.7,,0.1,0.5,0.5,.115,,-3.7,1.7,-2.0,0.0
463,Naz Reid\reidna01,C,22,MIN,54,864,16.7,.562,.344,.318,9.2,16.6,12.7,8.0,1.3,6.3,12.4,21.8,,1.0,1.0,2.0,.110,,-0.7,0.0,-0.7,0.3
464,Nick Richards\richani01,C,24,CHO,41,344,16.5,.707,.000,.506,8.9,15.7,12.2,5.3,1.2,5.2,17.5,14.7,,0.7,0.3,1.0,.140,,-2.1,0.0,-2.2,0.0
465,Josh Richardson\richajo01,SG,28,BOS,44,1087,12.5,.570,.455,.207,2.6,9.6,6.1,9.0,1.6,1.9,9.4,16.7,,1.2,1.5,2.7,.118,,-1.0,1.0,0.0,0.6
466,Austin Rivers\riverau01,SG,29,DEN,42,879,7.4,.536,.656,.119,1.9,6.8,4.4,7.2,1.6,0.4,12.5,13.7,,0.0,0.6,0.6,.032,,-3.4,-0.5,-3.9,-0.4
467,Duncan Robinson\robindu01,SG,27,MIA,54,1474,10.7,.562,.839,.083,1.5,10.8,6.2,8.4,1.2,0.8,7.9,18.3,,1.2,1.5,2.7,.089,,-0.4,-0.3,-0.7,0.5
468,Justin Robinson\robinju01,PG,24,TOT,25,304,3.8,.404,.656,.086,1.4,6.0,3.7,14.3,1.4,0.3,15.0,16.0,,-0.5,0.2,-0.3,-0.052,,-6.3,-1.4,-7.8,-0.4
468,Justin Robinson\robinju01,PG,24,MIL,17,198,4.5,.415,.649,.035,1.1,5.7,3.5,14.0,2.0,0.0,16.0,14.9,,-0.3,0.2,-0.1,-0.024,,-6.2,-0.5,-6.6,-0.2
468,Justin Robinson\robinju01,PG,24,SAC,3,15,-13.4,.125,.375,.000,0.0,7.2,3.6,17.2,0.0,0.0,11.1,25.6,,-0.1,0.0,-0.1,-0.453,,-18.1,-7.9,-26.0,-0.1
468,Justin Robinson\robinju01,PG,24,DET,5,91,5.1,.457,.750,.214,2.2,6.3,4.1,14.7,0.5,1.0,14.0,16.7,,-0.1,0.0,-0.1,-0.046,,-4.7,-2.5,-7.2,-0.1
469,Mitchell Robinson\robinmi01,C,23,NYK,51,1285,20.5,.734,.000,.536,15.9,20.8,18.3,2.8,1.1,6.3,11.5,11.3,,4.0,1.9,5.9,.219,,1.0,0.6,1.6,1.2
470,Jeremiah Robinson-Earl\robinje02,C,21,OKC,44,1014,11.0,.506,.514,.144,7.0,18.7,12.7,6.6,1.3,1.4,10.1,14.8,,0.3,1.2,1.4,.068,,-2.4,-0.2,-2.5,-0.1
471,Isaiah Roby\robyis01,PF,23,OKC,20,282,16.7,.630,.287,.223,7.8,15.0,11.4,8.4,1.6,3.0,14.8,18.6,,0.4,0.4,0.7,.125,,-0.6,0.4,-0.1,0.1
472,Rajon Rondo\rondora01,PG,35,TOT,30,549,10.2,.474,.476,.143,2.6,14.9,8.9,30.9,2.2,0.8,26.4,16.8,,-0.3,0.7,0.4,.037,,-3.0,1.1,-2.0,0.0
472,Rajon Rondo\rondora01,PG,35,LAL,18,289,6.7,.383,.423,.028,3.7,14.2,9.0,30.1,2.0,1.6,32.1,15.8,,-0.6,0.3,-0.3,-0.044,,-4.7,0.3,-4.4,-0.2
472,Rajon Rondo\rondora01,PG,35,CLE,12,260,14.1,.551,.526,.250,1.3,15.8,8.8,31.7,2.5,0.0,20.7,18.0,,0.2,0.4,0.7,.127,,-1.1,1.9,0.8,0.2
473,Derrick Rose\rosede01,PG,33,NYK,26,636,17.4,.541,.336,.113,3.5,9.8,6.6,27.8,1.7,1.9,11.9,22.6,,0.9,0.6,1.5,.110,,2.5,-0.3,2.1,0.7
474,Terrence Ross\rosste01,SG,30,ORL,49,1197,11.0,.532,.469,.244,1.3,9.9,5.6,13.1,1.0,0.9,11.8,20.7,,0.0,0.5,0.5,.020,,-1.8,-1.3,-3.0,-0.3
475,Terry Rozier\roziete01,SG,27,CHO,49,1644,16.9,.551,.520,.154,2.4,11.6,6.9,19.0,1.6,1.0,7.2,23.2,,2.5,0.9,3.4,.099,,2.3,-0.9,1.3,1.4
476,Ricky Rubio\rubiori01,PG,31,CLE,34,970,14.3,.488,.423,.251,1.7,13.7,7.9,34.6,2.5,0.6,16.5,24.8,,0.1,1.6,1.7,.084,,-0.8,1.2,0.4,0.6
477,D'Angelo Russell\russeda01,PG,25,MIN,43,1379,17.4,.547,.531,.223,1.1,10.8,5.8,33.3,1.4,1.4,12.9,26.1,,2.3,0.9,3.2,.111,,3.0,-1.2,1.8,1.3
478,Domantas Sabonis\sabondo01,C-PF,25,TOT,49,1698,22.8,.648,.182,.439,10.4,28.3,19.3,23.2,1.4,1.1,17.3,21.9,,4.9,1.6,6.5,.185,,3.8,0.9,4.7,2.8
478,Domantas Sabonis\sabondo01,C,25,IND,47,1632,22.8,.649,.189,.452,10.4,28.2,19.2,22.8,1.4,1.2,17.3,21.8,,4.7,1.6,6.3,.185,,3.9,0.9,4.8,2.8
478,Domantas Sabonis\sabondo01,PF,25,SAC,2,66,22.6,.629,.036,.179,9.7,31.1,20.4,31.0,0.7,0.0,16.6,23.4,,0.2,0.0,0.2,.167,,1.3,0.0,1.3,0.1
479,Olivier Sarr\sarrol01,C,22,OKC,2,14,15.0,.515,.333,.667,0.0,37.0,18.1,0.0,0.0,13.3,0.0,12.0,,0.0,0.0,0.0,.150,,-3.3,3.2,-0.1,0.0
480,Tomáš Satoranský\satorto01,SG,30,NOP,32,481,6.7,.373,.290,.234,4.0,10.8,7.3,21.5,1.4,0.2,16.3,12.7,,-0.3,0.2,-0.1,-0.007,,-5.0,-0.8,-5.7,-0.5
481,Jordan Schakel\schakjo01,SG,23,WAS,2,14,-10.6,.000,.500,.000,15.8,7.6,11.7,0.0,0.0,0.0,0.0,19.0,,-0.1,0.0,-0.1,-0.390,,-12.0,-8.5,-20.5,-0.1
482,Admiral Schofield\schofad01,SF,24,ORL,22,246,8.0,.572,.593,.085,2.6,16.5,9.5,9.1,0.4,1.5,15.2,12.7,,0.0,0.1,0.2,.034,,-3.8,-0.8,-4.7,-0.2
483,Dennis Schröder\schrode01,SG,28,BOS,49,1433,13.9,.543,.329,.248,2.1,10.0,6.1,23.0,1.4,0.3,13.8,23.0,,1.2,1.8,2.9,.098,,-1.2,-0.2,-1.4,0.2
484,Tre Scott\scotttr01,SF,25,CLE,2,11,20.7,.500,.167,.000,10.2,9.6,9.9,0.0,4.5,8.1,0.0,24.0,,0.0,0.0,0.0,.155,,-4.7,1.8,-2.9,0.0
485,Jay Scrubb\scrubja01,SG,21,LAC,18,121,9.5,.486,.457,.217,1.8,11.9,7.0,9.9,1.6,2.1,12.2,20.8,,-0.1,0.1,0.0,.004,,-4.2,-0.6,-4.8,-0.1
486,Wayne Selden\seldewa01,SG,27,NYK,3,19,4.5,.434,.500,1.000,0.0,5.7,2.8,7.3,0.0,0.0,0.0,13.3,,0.0,0.0,0.0,.012,,-4.2,-2.1,-6.3,0.0
487,Alperen Şengün\sengual01,C,19,HOU,47,878,16.0,.555,.195,.510,10.0,17.6,13.8,20.6,2.0,4.7,20.8,22.2,,0.5,0.7,1.2,.064,,-1.6,0.8,-0.8,0.3
488,Collin Sexton\sextoco01,SG,23,CLE,11,316,11.5,.523,.298,.258,4.6,7.7,6.2,12.0,1.6,0.0,15.6,27.8,,-0.3,0.4,0.1,.010,,-3.3,-0.6,-3.9,-0.2
489,Landry Shamet\shamela01,SG,24,PHO,45,891,10.0,.529,.696,.187,1.3,8.7,5.1,10.2,1.1,0.4,7.1,16.3,,0.7,1.0,1.6,.089,,-1.0,0.1,-0.9,0.2
490,Day'Ron Sharpe\sharpda01,PF,20,BRK,28,370,20.2,.580,.029,.266,23.1,21.1,22.1,6.3,1.3,3.6,15.7,21.5,,0.7,0.4,1.1,.143,,-0.9,-2.8,-3.7,-0.2
491,Pascal Siakam\siakapa01,PF,27,TOR,42,1590,20.6,.570,.189,.314,5.7,20.1,12.6,22.6,1.7,2.0,12.3,25.1,,3.3,1.8,5.2,.156,,2.7,0.7,3.4,2.1
492,Chris Silva\silvach01,PF,25,TOT,10,91,11.8,.641,.000,.800,16.2,28.2,22.2,10.6,0.0,1.2,28.3,13.8,,0.1,0.1,0.3,.139,,-4.8,-0.1,-4.9,-0.1
492,Chris Silva\silvach01,PF,25,MIN,1,3,3.9,,,,0.0,36.7,17.7,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.050,,-5.5,-1.2,-6.7,0.0
492,Chris Silva\silvach01,PF,25,MIA,9,88,12.1,.641,.000,.800,16.8,27.9,22.4,11.0,0.0,1.2,28.3,14.2,,0.1,0.1,0.3,.142,,-4.8,-0.1,-4.9,-0.1
493,Marko Simonovic\simonma01,C,22,CHI,9,35,10.4,.428,.333,.733,16.0,15.7,15.9,0.0,1.4,2.5,9.2,27.5,,0.0,0.0,0.0,.001,,-5.9,-5.1,-11.0,-0.1
494,Anfernee Simons\simonan01,SG,22,POR,51,1486,15.3,.574,.551,.134,1.8,8.5,5.1,21.5,0.9,0.4,11.6,24.2,,2.0,0.1,2.2,.070,,1.7,-2.5,-0.9,0.4
495,Jericho Sims\simsje01,PF,23,NYK,18,117,12.7,.745,.000,.364,9.9,14.9,12.4,1.2,1.3,5.9,13.6,5.6,,0.2,0.2,0.4,.146,,-1.8,1.2,-0.6,0.0
