Rk,Player,Pos,Age,Tm,G,MP,PE_PG%,PE_SG%,PE_SF%,PE_PF%,PE_C%,+/-_OnCourt,+/-_On-Off,TO_BadPass,TO_LostBall,Shoot_Fl_Com,Off._Fl_Com,Shoot_Fl_Drn,Off._Fl_Drn,PGA,And1,Blkd
450,Norman Powell\powelno01,SF,28,POR,40,1333,,18%,75%,7%,,-7.6,-6.5,27,27,41,3,92,6,200,18,29
450,Norman Powell\powelno01,SG,28,LAC,3,80,33%,67%,,,,-15.5,-14.4,3,1,5,1,11,0,28,2,1
451,Joshua Primo\primojo01,SG,19,SAS,28,443,2%,36%,59%,3%,,-2.7,-3.6,18,4,19,4,9,6,92,1,5
452,Taurean Prince\princta02,PF,27,MIN,45,698,,2%,66%,32%,,-2.6,-5.3,18,5,39,2,21,19,94,7,6
453,Payton Pritchard\pritcpa01,SG,24,BOS,47,570,80%,20%,,,,-4.0,-11.3,15,7,14,1,3,3,192,1,8
454,Trevelin Queen\queentr01,SG,24,HOU,8,69,32%,67%,1%,,,1.3,11.1,2,4,4,1,2,1,8,1,0
455,Neemias Queta\quetane01,C,22,SAC,10,56,,,,,100%,-4.3,0.1,1,1,4,2,3,0,8,1,3
456,Immanuel Quickley\quickim01,PG,22,NYK,53,1135,54%,46%,,,,7.5,14.3,38,15,41,6,36,4,373,8,23
457,Jahmi'us Ramsey\ramseja01,SG,20,SAC,19,134,27%,66%,7%,,,-9.3,-5.1,0,4,4,1,6,0,16,0,3
458,Julius Randle\randlju01,PF,27,NYK,55,1952,,,2%,91%,8%,-4.8,-13.3,84,58,62,31,119,3,751,31,45
459,Austin Reaves\reaveau01,SG,23,LAL,38,803,7%,55%,37%,2%,,6.9,11.7,12,3,25,1,22,23,124,8,7
460,Cam Reddish\reddica01,SF,22,TOT,41,881,,1%,82%,17%,,-9.9,-13.7,18,20,21,3,46,5,100,8,21
460,Cam Reddish\reddica01,SF,22,ATL,34,797,,1%,80%,19%,,-9.5,-13.8,17,16,20,3,38,5,93,7,20
460,Cam Reddish\reddica01,SF,22,NYK,7,84,,,100%,,,-14.3,-13.6,1,4,1,0,8,0,7,1,1
461,Davon Reed\reedda01,SG,26,DEN,29,399,,15%,65%,20%,,4.8,3.4,2,4,20,0,2,0,77,1,2
462,Paul Reed\reedpa01,C,22,PHI,23,213,,,,31%,69%,-12.3,-16.1,1,3,15,4,4,1,26,0,6
463,Naz Reid\reidna01,C,22,MIN,54,864,,,,10%,90%,-4.6,-8.7,18,20,62,11,55,5,117,12,25
464,Nick Richards\richani01,C,24,CHO,41,344,,,,,100%,-11.3,-12.1,5,5,17,8,20,4,32,7,8
465,Josh Richardson\richajo01,SG,28,BOS,44,1087,1%,82%,16%,,,3.1,-3.1,19,9,39,3,25,6,166,3,17
466,Austin Rivers\riverau01,SG,29,DEN,42,879,2%,59%,39%,1%,,0.6,-2.0,15,14,28,2,9,3,122,1,11
467,Duncan Robinson\robindu01,SG,27,MIA,54,1474,2%,60%,38%,1%,,2.9,-4.4,21,11,66,6,13,10,196,3,19
468,Justin Robinson\robinju01,PG,24,TOT,25,304,87%,14%,,,,-18.3,-18.2,13,3,18,0,1,11,77,0,1
468,Justin Robinson\robinju01,PG,24,MIL,17,198,100%,,,,,-10.6,-15.2,9,1,12,0,0,8,51,0,0
468,Justin Robinson\robinju01,PG,24,SAC,3,15,100%,,,,,-67.5,-63.4,0,1,2,0,0,0,5,0,1
468,Justin Robinson\robinju01,PG,24,DET,5,91,55%,45%,,,,-27.1,-17.1,4,1,4,0,1,3,21,0,0
469,Mitchell Robinson\robinmi01,C,23,NYK,51,1285,,,,,100%,-1.7,-1.3,9,8,76,14,65,4,54,18,20
470,Jeremiah Robinson-Earl\robinje02,C,21,OKC,44,1014,,,,18%,82%,-11.2,-6.5,9,19,46,4,21,9,117,2,23
471,Isaiah Roby\robyis01,PF,23,OKC,20,282,,1%,7%,40%,53%,-5.2,2.3,2,10,19,4,11,1,35,3,7
472,Rajon Rondo\rondora01,PG,35,TOT,30,549,93%,8%,,,,-3.3,-5.2,45,9,17,1,3,5,294,1,9
472,Rajon Rondo\rondora01,PG,35,LAL,18,289,89%,12%,,,,-10.3,-9.9,28,6,11,0,0,5,155,0,4
472,Rajon Rondo\rondora01,PG,35,CLE,12,260,97%,3%,,,,4.4,0.2,17,3,6,1,3,0,139,1,5
473,Derrick Rose\rosede01,PG,33,NYK,26,636,100%,,,,,6.3,9.6,25,13,6,0,15,4,245,3,17
474,Terrence Ross\rosste01,SG,30,ORL,49,1197,,26%,74%,,,-12.4,-6.3,42,14,16,5,49,3,234,18,20
475,Terry Rozier\roziete01,SG,27,CHO,49,1644,29%,70%,,,,-0.7,-0.1,41,14,38,4,48,14,508,19,35
476,Ricky Rubio\rubiori01,PG,31,CLE,34,970,47%,53%,,,,8.8,7.2,61,18,20,6,30,15,527,5,26
477,D'Angelo Russell\russeda01,PG,25,MIN,43,1379,64%,36%,,,,6.0,9.3,75,26,36,7,45,9,707,6,21
478,Domantas Sabonis\sabondo01,C-PF,25,TOT,49,1698,,,,51%,50%,-0.6,5.1,52,54,75,31,119,7,606,31,39
478,Domantas Sabonis\sabondo01,C,25,IND,47,1632,,,,51%,49%,-1.1,4.7,50,53,70,30,116,7,579,30,37
478,Domantas Sabonis\sabondo01,PF,25,SAC,2,66,,,,39%,61%,11.7,16.6,2,1,5,1,3,0,27,1,2
479,Olivier Sarr\sarrol01,C,22,OKC,2,14,,,,,100%,-26.6,-19.5,0,0,1,0,1,0,0,0,1
480,Tomáš Satoranský\satorto01,SG,30,NOP,32,481,10%,57%,33%,1%,,-14.4,-12.6,13,7,6,1,15,5,182,5,6
481,Jordan Schakel\schakjo01,SG,23,WAS,2,14,9%,91%,,,,18.2,21.5,0,0,0,0,0,0,0,0,2
482,Admiral Schofield\schofad01,SF,24,ORL,22,246,,8%,53%,39%,,-4.1,5.2,6,2,19,1,3,3,37,1,2
483,Dennis Schröder\schrode01,SG,28,BOS,49,1433,48%,51%,,,,1.7,-6.7,61,26,31,14,60,18,508,16,42
484,Tre Scott\scotttr01,SF,25,CLE,2,11,,,17%,83%,,20.3,16.2,0,0,0,0,0,0,0,0,0
485,Jay Scrubb\scrubja01,SG,21,LAC,18,121,25%,60%,16%,,,6.0,7.8,4,2,4,0,3,1,17,2,0
486,Wayne Selden\seldewa01,SG,27,NYK,3,19,47%,48%,5%,,,-28.8,-27.9,0,0,0,0,2,0,2,0,1
487,Alperen Şengün\sengual01,C,19,HOU,47,878,,,,29%,71%,-11.6,-3.0,35,31,73,17,65,19,285,17,30
488,Collin Sexton\sextoco01,SG,23,CLE,11,316,8%,86%,6%,,,-6.2,-11.8,14,9,6,3,20,3,57,5,16
489,Landry Shamet\shamela01,SG,24,PHO,45,891,1%,81%,19%,,,7.5,-1.7,17,4,19,2,23,7,164,3,19
490,Day'Ron Sharpe\sharpda01,PF,20,BRK,28,370,,,,,100%,6.7,7.3,9,10,31,4,18,2,36,4,14
491,Pascal Siakam\siakapa01,PF,27,TOR,42,1590,,,,52%,48%,5.0,7.3,54,33,66,17,106,5,552,26,34
492,Chris Silva\silvach01,PF,25,TOT,10,91,,,,19%,81%,-13.3,-18.6,2,2,13,4,6,2,17,1,3
492,Chris Silva\silvach01,PF,25,MIN,1,3,,,,,100%,-75.0,-76.5,0,0,0,0,0,0,0,0,0
492,Chris Silva\silvach01,PF,25,MIA,9,88,,,,19%,81%,-11.2,-16.7,2,2,13,4,6,2,17,1,3
493,Marko Simonovic\simonma01,C,22,CHI,9,35,,,,8%,92%,9.3,7.1,0,0,3,0,3,0,0,1,3
494,Anfernee Simons\simonan01,SG,22,POR,51,1486,65%,34%,1%,,,-1.2,6.6,44,31,46,8,32,5,475,8,34
495,Jericho Sims\simsje01,PF,23,NYK,18,117,,,,4%,96%,-7.4,-6.6,0,2,8,0,2,1,2,0,0
496,Deividas Sirvydis\sirvyde01,SG,21,DET,3,27,,3%,69%,28%,,-45.5,-35.3,0,0,1,0,0,1,2,0,1
497,Javonte Smart\smartja01,PG,22,MIL,13,160,77%,24%,,,,-8.0,-12.3,5,3,6,0,3,0,33,0,7
498,Marcus Smart\smartma01,PG,27,BOS,49,1624,100%,,,,,8.8,9.2,69,21,47,11,53,25,627,16,18
499,Dennis Smith Jr.\smithde03,PG,24,POR,37,638,95%,5%,,,,-8.7,-5.9,31,13,15,2,30,3,324,11,20
500,Ish Smith\smithis01,PG,33,TOT,38,531,100%,,,,,-8.3,-9.2,21,12,22,1,8,4,237,3,10
500,Ish Smith\smithis01,PG,33,CHO,37,511,100%,,,,,-8.7,-9.8,21,11,20,1,8,4,227,3,10
500,Ish Smith\smithis01,PG,33,WAS,1,20,100%,,,,,2.6,5.8,0,1,2,0,0,0,10,0,0
501,Jalen Smith\smithja04,PF,21,TOT,31,426,,,,29%,71%,5.4,-2.3,9,3,32,7,27,6,14,7,8
501,Jalen Smith\smithja04,PF,21,PHO,29,382,,,,29%,71%,7.2,-1.7,7,3,28,7,24,6,14,6,8
501,Jalen Smith\smithja04,PF,21,IND,2,44,,,,30%,71%,-9.8,-6.9,2,0,4,0,3,0,0,1,0
502,Xavier Sneed\sneedxa01,SF,24,MEM,2,8,,88%,12%,,,-45.0,-50.1,0,0,1,0,0,0,0,0,0
503,Tony Snell\snellto01,SG,30,POR,38,546,4%,24%,67%,5%,,-12.5,-10.3,9,2,21,0,2,0,48,1,3
504,Jaden Springer\sprinja01,SG,19,PHI,2,6,,37%,63%,,,-59.8,-62.6,0,1,0,0,0,0,0,0,0
505,Cassius Stanley\stanlca01,SG,22,DET,9,155,5%,49%,46%,,,-4.4,6.6,3,2,9,1,5,2,10,2,2
506,Nik Stauskas\stausni01,SG,28,MIA,2,24,,9%,91%,,,33.7,29.0,0,0,1,0,2,1,3,0,0
507,Lance Stephenson\stephla01,SG-SF,31,TOT,28,490,12%,41%,37%,10%,,-1.3,1.4,24,8,19,7,21,2,245,2,11
507,Lance Stephenson\stephla01,SF,31,ATL,6,70,,28%,48%,24%,,6.5,6.5,2,1,4,1,1,0,27,0,1
507,Lance Stephenson\stephla01,SG,31,IND,22,420,14%,43%,35%,8%,,-2.6,0.6,22,7,15,6,20,2,218,2,10
508,Lamar Stevens\stevela01,PF,24,CLE,41,586,,33%,55%,12%,,0.7,-4.5,8,12,31,2,20,2,63,8,13
509,Isaiah Stewart\stewais01,C,20,DET,48,1242,,,,2%,98%,-12.7,-3.9,13,13,65,21,37,6,132,11,29
510,Max Strus\strusma01,SF,25,MIA,45,1085,,12%,50%,38%,,4.4,-0.9,19,10,52,1,16,13,140,4,14
511,Jalen Suggs\suggsja01,PG,20,ORL,37,1030,52%,48%,,,,-8.3,0.8,57,37,49,11,56,16,404,11,38
512,Craig Sword\swordcr01,SG,28,WAS,3,19,34%,66%,,,,14.5,17.8,0,1,4,0,0,0,3,0,0
513,Keifer Sykes\sykeske01,PG,28,IND,19,358,100%,,,,,-8.0,-5.7,10,8,11,1,4,5,96,1,5
514,Jae'Sean Tate\tateja01,SF,26,HOU,53,1458,,1%,45%,54%,,-10.1,-1.1,46,27,84,18,65,18,417,19,40
515,Jayson Tatum\tatumja01,SF,23,BOS,54,1951,,,60%,40%,,8.8,12.4,68,52,45,24,130,6,556,29,65
516,Terry Taylor\taylote01,SG,22,IND,11,179,,19%,73%,8%,,-7.6,-4.8,2,0,10,1,5,2,43,2,9
517,Garrett Temple\templga01,SG,35,NOP,52,1007,18%,81%,1%,,,-14.9,-17.3,19,10,37,7,16,6,160,4,13
518,Emanuel Terry\terryem01,PF,25,PHO,3,18,,,,8%,93%,-51.4,-60.4,2,1,2,1,0,0,4,0,0
519,Tyrell Terry\terryty01,PG,21,MEM,2,3,100%,,,,,-25.0,-30.0,0,0,0,0,0,0,0,0,0
520,Jon Teske\teskejo01,C,24,MEM,3,8,,,,,100%,-25.8,-30.9,0,0,0,0,0,0,3,0,0
521,Daniel Theis\theisda01,C,29,HOU,26,584,,,,61%,40%,-17.4,-10.0,17,6,34,6,17,6,52,4,7
522,Brodric Thomas\thomabr01,SG,25,BOS,7,28,61%,39%,,,,12.0,7.1,1,2,1,0,1,0,14,0,0
523,Cam Thomas\thomaca02,SG,20,BRK,45,854,1%,54%,42%,3%,,-4.7,-7.4,14,14,32,3,27,0,123,8,18
524,Isaiah Thomas\thomais02,PG,32,TOT,5,114,100%,,,,,-12.9,-12.4,3,1,6,0,5,1,23,0,1
524,Isaiah Thomas\thomais02,PG,32,LAL,4,101,100%,,,,,-13.3,-12.3,3,1,6,0,5,1,15,0,1
524,Isaiah Thomas\thomais02,PG,32,DAL,1,13,100%,,,,,-9.9,-13.2,0,0,0,0,0,0,8,0,0
525,Matt Thomas\thomama02,SG,27,CHI,33,431,46%,50%,3%,,,1.5,-0.9,4,1,8,0,5,1,46,1,5
526,Klay Thompson\thompkl01,SG,31,GSW,14,346,,48%,48%,5%,,11.3,4.3,9,7,15,0,12,1,99,2,6
527,Tristan Thompson\thomptr01,PF,30,TOT,32,485,,,,49%,51%,-8.0,-3.9,2,9,21,15,24,1,47,4,20
527,Tristan Thompson\thomptr01,PF,30,SAC,30,455,,,,52%,47%,-5.7,-1.5,2,9,20,14,23,0,44,4,19
527,Tristan Thompson\thomptr01,PF,30,IND,2,30,,,,,100%,-42.9,-40.2,0,0,1,1,1,1,3,0,1
528,JT Thor\thorjt01,PF,19,CHO,17,144,,4%,21%,16%,59%,5.2,6.2,3,1,9,0,7,1,27,4,2
529,Matisse Thybulle\thybuma01,SG,24,PHI,41,1096,2%,46%,50%,2%,,2.7,0.3,15,8,39,2,8,16,114,3,1
530,Killian Tillie\tilliki02,C,23,MEM,32,427,,,,29%,71%,5.5,0.6,6,2,36,1,2,2,47,0,9
531,Xavier Tillman Sr.\tillmxa01,PF,23,MEM,39,510,,,28%,63%,10%,-1.8,-8.2,7,6,30,9,23,0,97,4,6
532,Isaiah Todd\toddis01,PF,20,WAS,9,35,,,12%,49%,39%,14.1,17.5,1,0,1,0,1,0,3,0,0
533,Obi Toppin\toppiob01,PF,23,NYK,52,794,,,,97%,3%,8.4,13.3,11,9,31,10,41,1,123,8,21
534,Juan Toscano-Anderson\toscaju01,SF,28,GSW,55,805,,5%,66%,27%,2%,3.9,-5.2,32,8,45,8,21,5,261,5,17
535,Karl-Anthony Towns\townska01,C,26,MIN,50,1707,,,,,100%,4.0,6.9,66,28,73,51,138,5,500,51,66
536,Gary Trent Jr.\trentga02,SG,23,TOR,46,1607,15%,84%,1%,,,4.0,5.0,19,14,33,9,40,12,223,10,24
537,P.J. Tucker\tuckepj01,PF,36,MIA,50,1415,,,,94%,6%,6.8,3.7,20,9,45,13,12,17,270,2,13
538,Rayjon Tucker\tuckera01,SG,24,DEN,3,29,23%,71%,6%,,,2.7,0.8,0,0,0,0,1,0,11,0,0
539,Myles Turner\turnemy01,C,25,IND,42,1235,,,,,100%,-0.4,4.7,18,13,70,17,52,8,107,15,15
540,Jonas Valančiūnas\valanjo01,C,29,NOP,50,1568,,,,,100%,-2.1,4.3,37,27,75,41,92,5,291,17,30
541,Denzel Valentine\valende01,SG,28,TOT,24,222,5%,65%,31%,,,-4.9,-10.1,4,6,7,0,0,0,29,0,1
541,Denzel Valentine\valende01,SG,28,CLE,22,204,5%,71%,25%,,,-5.5,-10.5,4,4,7,0,0,0,29,0,1
541,Denzel Valentine\valende01,SG,28,UTA,2,18,,,100%,,,1.3,-5.4,0,2,0,0,0,0,0,0,0
542,Jarred Vanderbilt\vandeja01,PF,22,MIN,52,1349,,,1%,95%,4%,5.7,8.2,25,13,60,8,39,12,174,12,34
543,Fred VanVleet\vanvlfr01,PG,27,TOR,49,1889,97%,3%,,,,4.8,9.5,86,32,46,8,59,20,815,14,33
544,Devin Vassell\vassede01,SF,21,SAS,49,1254,,14%,71%,15%,,2.6,4.2,21,10,47,2,25,6,196,5,20
545,Gabe Vincent\vincega01,PG,25,MIA,48,1154,67%,33%,,,,3.9,-1.9,50,12,48,10,16,22,390,2,13
546,Nikola Vučević\vucevni01,C,31,CHI,50,1689,,,,,100%,2.5,0.4,42,30,85,15,35,1,451,9,27
547,Dean Wade\wadede01,PF,25,CLE,42,809,,,58%,38%,4%,1.5,-3.9,9,6,30,1,10,2,118,4,3
548,Franz Wagner\wagnefr01,SF,20,ORL,58,1856,,1%,70%,29%,1%,-6.6,6.6,43,30,62,4,73,6,404,15,73
549,Moritz Wagner\wagnemo01,C,24,ORL,45,564,,,,24%,76%,-6.6,2.8,10,5,28,12,34,18,127,11,11
550,Ish Wainright\wainris01,PF,27,PHO,29,215,,3%,36%,58%,4%,7.8,-0.9,3,1,17,6,3,2,26,1,4
551,Kemba Walker\walkeke02,PG,31,NYK,35,901,100%,,,,,-10.0,-13.4,29,14,21,0,27,24,306,5,16
552,Lonnie Walker IV\walkelo01,SG,23,SAS,52,1177,2%,55%,43%,1%,,-1.0,-2.3,26,14,39,3,41,1,283,6,21
553,M.J. Walker\walkemj01,SG,23,PHO,2,8,,65%,35%,,,-11.7,-20.4,0,0,0,0,0,0,2,0,1
554,Derrick Walton\waltode01,PG,26,DET,3,108,100%,,,,,-2.2,8.7,7,2,4,1,2,0,50,0,1
555,Brad Wanamaker\wanambr01,PG,32,TOT,23,320,92%,8%,,,,-4.6,-2.0,15,5,17,1,12,1,133,5,12
555,Brad Wanamaker\wanambr01,PG,32,IND,22,293,92%,9%,,,,-7.7,-5.1,15,5,16,1,10,1,117,4,12
555,Brad Wanamaker\wanambr01,PG,32,WAS,1,27,100%,,,,,28.5,32.0,0,0,1,0,2,0,16,1,0
556,Duane Washington Jr.\washidu02,PG,21,IND,26,531,61%,40%,,,,-11.5,-10.5,17,10,24,0,12,6,115,2,16
557,P.J. Washington\washipj01,PF,23,CHO,41,1011,,,1%,25%,74%,-0.4,0.5,32,16,61,5,29,4,208,5,19
558,Yuta Watanabe\watanyu01,SF,27,TOR,24,359,,5%,60%,31%,3%,-7.8,-11.4,8,6,13,2,13,3,38,2,6
559,Lindy Waters III\waterli01,SG,24,OKC,2,5,,45%,55%,,,-62.5,-55.4,0,0,0,0,0,0,0,0,0
560,Tremont Waters\watertr01,PG,24,TOT,3,50,100%,,,,,-18.1,-19.7,2,2,3,0,0,0,16,0,0
560,Tremont Waters\watertr01,PG,24,TOR,2,42,100%,,,,,-26.7,-29.2,2,2,2,0,0,0,16,0,0
560,Tremont Waters\watertr01,PG,24,WAS,1,8,100%,,,,,27.2,30.5,0,0,1,0,0,0,0,0,0
561,Trendon Watford\watfotr01,SF,21,POR,31,379,,,,43%,57%,-11.5,-8.5,10,2,29,8,17,3,75,4,4
562,Paul Watson\watsopa01,SF,27,OKC,9,156,,13%,27%,60%,,-18.3,-11.8,2,0,4,2,0,0,19,0,1
563,Quinndary Weatherspoon\weathqu01,SG,25,GSW,5,33,7%,62%,31%,,,-9.1,-16.9,2,0,1,1,1,0,5,0,0
564,Russell Westbrook\westbru01,PG,33,LAL,56,1937,91%,8%,1%,,,-3.3,-6.1,148,47,56,19,127,10,1006,26,60
565,Coby White\whiteco01,PG,21,CHI,37,1027,99%,1%,,,,-0.7,-4.8,21,12,46,10,30,4,227,6,20
566,Derrick White\whitede01,SG,27,TOT,51,1543,15%,79%,6%,,,2.0,2.6,50,28,66,5,73,38,646,17,19
566,Derrick White\whitede01,SG,27,SAS,49,1486,16%,78%,6%,,,1.4,2.2,49,27,63,4,70,37,631,16,19
566,Derrick White\whitede01,SG,27,BOS,2,57,3%,93%,4%,,,18.4,13.6,1,1,3,1,3,1,15,1,0
567,Hassan Whiteside\whiteha01,C,32,UTA,44,813,,,,,100%,9.5,4.1,7,11,84,13,53,2,45,15,25
568,Joe Wieskamp\wieskjo01,SG,22,SAS,15,92,3%,7%,90%,,,-5.6,-6.1,1,0,4,0,3,1,11,0,1
569,Aaron Wiggins\wiggiaa01,SG,23,OKC,32,698,9%,70%,20%,1%,,-1.8,7.3,17,5,27,2,21,0,78,7,9
570,Andrew Wiggins\wiggian01,SF,26,GSW,52,1649,,1%,65%,32%,2%,8.6,2.5,32,24,54,11,89,7,289,26,30
571,Lindell Wigginton\wiggili01,PG,23,MIL,7,43,100%,,,,,-37.0,-41.1,3,1,3,0,0,0,11,0,0
572,Brandon Williams\willibr03,PG,22,POR,2,12,100%,,,,,77.2,81.8,0,0,0,0,3,0,4,1,0
573,Grant Williams\willigr01,PF,23,BOS,53,1211,,,3%,93%,4%,1.2,-6.6,18,8,57,9,18,15,143,4,8
574,Kenrich Williams\willike04,SF,27,OKC,48,1045,,3%,62%,34%,1%,0.5,12.5,21,18,36,4,27,20,249,3,18
575,Lou Williams\willilo02,PG,35,ATL,38,556,81%,19%,,,,-1.5,-2.1,21,8,8,0,21,2,181,4,6
576,Patrick Williams\willipa01,PF,20,CHI,5,125,,,,80%,20%,3.8,1.6,2,0,3,0,0,1,7,0,2
577,Robert Williams\williro04,C,24,BOS,47,1408,,,,39%,61%,8.2,6.3,26,12,67,7,37,1,231,11,9
578,Ziaire Williams\willizi02,SF,20,MEM,38,821,,2%,96%,2%,,2.0,-4.3,9,7,45,1,11,5,85,3,11
579,D.J. Wilson\wilsodj01,PF,25,TOR,3,48,,,,18%,82%,-15.9,-18.3,2,0,4,0,1,0,8,0,1
580,Dylan Windler\windldy01,SF,25,CLE,37,344,,63%,36%,2%,,-1.9,-7.0,7,2,23,2,5,1,61,1,4
581,Justise Winslow\winslju01,SF,25,TOT,41,602,,,10%,74%,16%,2.5,5.6,23,15,23,5,21,2,157,2,17
581,Justise Winslow\winslju01,SF,25,LAC,37,479,,,8%,72%,20%,5.2,8.0,21,12,20,4,18,1,128,1,14
581,Justise Winslow\winslju01,SF,25,POR,4,123,,,20%,80%,,-7.9,-3.8,2,3,3,1,3,1,29,1,3
582,Cassius Winston\winstca01,PG,23,WAS,3,17,83%,17%,,,,-23.3,-20.2,1,0,1,0,0,0,10,0,0
583,Christian Wood\woodch01,C,26,HOU,52,1617,,,,,100%,-10.6,-2.8,37,34,69,22,98,5,281,22,41
584,Robert Woodard II\woodaro01,SF,22,SAC,12,42,,,48%,52%,,12.5,17.2,0,1,3,0,1,1,7,0,2
585,Delon Wright\wrighde01,SG,29,ATL,51,927,40%,59%,1%,,,1.5,2.0,21,10,16,0,16,10,321,2,12
586,McKinley Wright IV\wrighmc01,PG,23,MIN,3,9,86%,14%,,,,-50.0,-51.6,1,0,1,0,0,0,3,0,0
587,Moses Wright\wrighmo01,PF,23,LAC,1,1,,,,,100%,16.7,18.1,0,0,0,0,0,0,2,0,0
588,Thaddeus Young\youngth01,PF,33,SAS,26,370,,,2%,7%,91%,-3.6,-4.6,19,9,19,2,7,5,139,4,9
589,Trae Young\youngtr01,PG,23,ATL,51,1763,100%,,,,,0.8,2.0,160,38,33,4,95,20,1106,20,66
590,Omer Yurtseven\yurtsom01,C,23,MIA,40,564,,,,,100%,7.1,2.7,10,8,41,11,27,3,104,8,13
591,Cody Zeller\zelleco01,C,29,POR,27,355,,,,,100%,-2.8,1.7,5,3,19,8,17,4,56,1,14
592,Ivica Zubac\zubaciv01,C,24,LAC,52,1256,,,,,100%,-7.3,-10.6,27,21,77,16,68,5,165,8,28